ID	Type
C(CC(C(CC=O)O)=O)=O	1
C(C=O)=O	1
C(C(C(CC(CO)O)O)=O)=O	1
C(CC(C)O)=O	1
C(CC(C(C=O)O)CC(CO)=O)=O	1
C(CC(C(C(C)=O)O)=O)(O)=O	1
C(CO)(C(C(CCO)O)O)=O	1
C(C1(C(C(C(CO)O1)O)O)O)O	1
C(C(C(CC(C(C)=O)O)=O)O)=O	1
C(C(C(CC(C)O)=O)O)=O	1
C1(CC(C(C1CO)=O)O)=O	1
C(C1(CC(C(CO)O1)O)O)(O)=O	1
C(C1(CC(C(CO1)O)O)O)(O)=O	1
C(C(C(C(C=C)=O)O)O)=O	1
C1(C(C(CO)OC(C1CO)O)O)=O	1
C1(C(C(CO)O)OC(C1CO)O)=O	1
C(C1C(C(C(O1)=C)O)O)=O	1
C(C(COC(C(C)=O)O)O)=O	1
C1(C(CCO)OC(C1O)O)=O	1
C(C)(C(C(C(CO)O)O)O)=O	1
C(C(C1(C(CCO1)O)O)O)=O	1
C(CC(CC(CO)(CC=O)O)=O)=O	1
C1(C(C(CC(CO)(O)O1)O)O)=O	1
C1C(OC(C(C=1)=O)CO)O	1
C(C(C(C=O)C(C=O)O)O)=O	1
C(C(CO)(C1(CC(CO1)O)O)O)=O	1
C(CO)=CC(C(CO)=O)=O	1
C1C(C2C(CC(O)O2)(O)O1)O	1
C(C(COCC(CO)=O)O)=O	1
C1(C(C(COCC1O)O)O)=O	1
C(C(C=CC(CO)=O)O)=O	1
C(C(C(CCC(CC=O)O)=O)O)=O	1
C(C(C(C(C(CO)O)O)O)O)(O)=O	1
C(C(CC(C(CO)=O)O)O)=O	1
C1(C(C(CO1)O)O)=O	1
C(C(CCC(CO)=O)O)(O)=O	1
C(CO)(C(C(C(CO)O)O)O)=O	1
C(CC(CC(C(O)=O)O)O)=O	1
C=CC(C=O)=O	1
C(CO)(CCC(CO)=O)=O	1
C(C(C1CC(C(O)O1)O)O)=O	1
C1(COC(C(C)=O)C1O)=O	1
C1C(C(C(C=1)=O)(CO)O)O	1
C(C(CO)(C(C=O)O)O)(CCO)=O	1
C(C(C(CO)=O)C(C=O)O)=O	1
C1(C(CO)(O)OC(CO)C1)=O	1
C(C)(CO)=O	1
C(C(C(C(C=O)(CC=O)O)O)O)=O	1
C(C(C)(C(C=O)(C(C)=O)O)O)=O	1
C(C(C(CO)(CCO)O)O)=O	1
C(CC(C=O)(CC=O)O)(CCO)=O	1
C(C(C(CO)O)=O)(CCO)=O	1
C(C(C1(CC(CO1)O)O)O)(O)=O	1
C(CC(C(CC(O)=O)O)=O)=O	1
C1(C(CCOC(C1O)O)O)=O	1
C(CO)(CCC(C(O)=O)=O)=O	1
C(C(C(CCCO)=O)O)=O	1
C1(CC(C=O)(O)OCC1)=O	1
C(CC=O)(C(C(CO)=O)C(C)O)=O	1
C(C(CCO)(CC=O)O)=O	1
C1C(C(C(C(CO)O)(O)O1)O)O	1
C(C1(CC(C(CO1)O)O)O)=O	1
C(C)(C(CC(C=O)(CC=O)O)O)=O	1
C(C(C)O)(C(C(CO)=O)O)=O	1
C1C2C(CC(C(O)O1)(O)O2)O	1
C(C(C)(CC(C(CO)O)=O)O)=O	1
C(C(CC(C(CO)O)O)=O)(O)=O	1
C1(C(C(O)OC(CO)C1CO)O)=O	1
C(CC(C(C(C)O)=O)=O)=O	1
C(C(C(C)O)(C(C(C=C)=O)O)O)=O	1
C1(CCC(OC1CO)=O)=O	1
C(C(C(C(C(C)=O)=O)C(C)O)O)=O	1
C(C(C(CO)(C)O)(CC=O)O)=O	1
C(OC(CO)CC(CO)=O)=O	1
C(C)(C(C(CO)O)O)=O	1
C(CC(C(C)=O)=O)=O	1
C(C(CO)(C(C)(C(CO)O)O)O)=O	1
C(C1C(C(C(C1O)O)O)O)=O	1
C(C(C(CO)=O)O)=O	1
C(C(CC(CO)=O)O)=O	1
C(CO)(CCOC(C=O)O)=O	1
C(C(CO)(C(C(CCO)=O)O)O)=O	1
C(CCC(C=O)=O)(C(CO)O)=O	1
C(C(CCO)=O)(CCO)=O	1
C(C(C=O)(C(C(CO)O)O)O)=O	1
C(C(C(CO)(C)O)O)(CCO)=O	1
C(C(C=O)O)(O)=O	1
C(C(CO)(C(C(C=O)O)O)O)=O	1
CC1(C(C(C(CO1)O)O)O)O	1
C1(C(C(C(C(C1)O)O)O)O)=O	1
C(C(CO)(CC(CO)O)O)(O)=O	1
C(CC(CC(C=O)O)=O)(O)=O	1
O	1
C(C(C)(C(C(C)=O)O)O)=O	1
C(C(C(C=O)O)O)(CC(CO)O)=O	1
C(CC(C(C(C=O)=O)O)O)=O	1
C1(C(CC(C(CO)O)O1)=O)=O	1
C(C(C(CO)O)O)=CC(O)=O	1
C(CO)O	1
C(CC(C(CC(C(C)=O)O)=O)O)=O	1
C1(CC(C(CCO1)=O)O)=O	1
C(C(CO)C(C=O)O)(CC=O)=O	1
C(C(C(C)O)(CC(CO)=O)O)=O	1
C(C(C1(C=CCO1)O)O)=O	1
C(C(CO)(CO)O)(CC(CO)=O)=O	1
C(C(CC(C(CCO)=O)=O)O)=O	1
C(CC1C(C(CO1)=O)O)=O	1
C(C(C(CC(C(CO)O)O)=O)O)=O	1
C(CC(C(C(C(CO)O)=O)O)O)=O	1
C(C(C(CO)(C(CO)O)O)O)(O)=O	1
C(C=CC(CO)=O)=O	1
C(C(C(C(C(CO)=O)O)O)O)=O	1
C(C(C(C(CCO)=O)O)O)(CO)=O	1
C(C(C=O)(C(C(C(C)=O)O)O)O)=O	1
C(C(C(CC(C)=O)=O)(CO)O)=O	1
C1(CC(OC1C(C)=O)O)=O	1
C(C(CO)C(C(C(CO)=O)O)O)=O	1
C(C1C=CC(CO)(O1)O)=O	1
C(CC(C)(C(CO)O)O)=O	1
C(C(C(CC(C)(CC=O)O)=O)O)=O	1
C(C(C(C(C(CO)O)O)O)=O)=O	1
C(CC(C(O)=O)O)(C(CO)O)=O	1
C(C(C)(CC(C=O)O)O)(O)=O	1
C(C(C(C(C(CO)O)O)O)O)=O	1
C(CC(C(O)=O)O)(CCO)=O	1
C(CO)(C(CC(CO)=O)O)=O	1
C(C1(C=CC(CO1)O)O)=O	1
C(C)(C(C(CO)(C)O)O)=O	1
C(C(C(C)O)C(C=O)O)(CC=O)=O	1
C1(C(CO)C(C(C(CO)O)O1)O)=O	1
C1(C(CO)(O)OC(C(CO)O)C1)=O	1
C1(C(C(C(CO)C1O)O)O)=O	1
C1C(C(CO)O)OC(C=1)=O	1
C1(C(O)OC(CO)C(C1)O)=O	1
C1(CC(C(C(CO)O1)O)O)=O	1
C(C(CO)C(C=O)O)=O	1
CC1(C(C(C(CO)O1)O)O)O	1
C(CC1(C(CCO1)=O)O)=O	1
C1(C2(C(C(CC2O)O1)O)O)O	1
C12CC(C(C(C(O)O1)O)O2)O	1
C(C1(C(C(C(CO)O1)O)O)O)=O	1
C(C(C(C(CCO)O)=O)O)(O)=O	1
C(CC(CC(C=O)=O)O)(O)=O	1
C(CC(C=O)(C(C=O)O)O)=O	1
C(CCO)(C(C(CO)=O)(CO)O)=O	1
C(CC1C(C(C(O)O1)O)O)=O	1
C(C(C(C)O)(C(C=O)O)O)=O	1
C(C1(CCC(C1O)=O)O)=O	1
C(=O)=O	1
C(C)(C(CC(C(O)=O)=O)O)=O	1
C(C(C(CO)O)(C(C)O)O)=O	1
C(C)=O	1
C(CO)(CCC(C=O)(CC=O)O)=O	1
C(C)(C(C(C(CO)=O)O)O)=O	1
C(C(C)(C(C(C)=O)(CO)O)O)=O	1
C(C(C(C(C(C(C)=O)O)O)O)O)=O	1
C(C(C(CO)C(CO)O)=O)=O	1
C1(C(O)OCC(CC1O)O)=O	1
C(C)(C(C(C)(C(CO)O)O)O)=O	1
C1(C(C(C(C(C1O)O)O)O)O)O	1
C(C(CC(C=O)O)O)=O	1
C(C)(C(CO)(C(CO)O)O)=O	1
C1(COC(C(CO)O)(C1)O)=O	1
C(C(C(C)=O)O)=O	1
C1(CC(C(C1(CO)O)O)O)=O	1
C1(C(CO)(CC(C1)=O)O)=O	1
C1C2C(CC(C(O)O2)(O)O1)O	1
C1(C(C(COC(C1)O)O)O)=O	1
C=CC(C(C(CO)O)O)=O	1
C(C1C(C=C(CO)O1)O)=O	1
C(C(C(CO)O)(C(CO)O)O)=O	1
C(CC1(C(C(CO1)O)O)O)(O)=O	1
C(C(C(C)=O)(C(C(CO)O)O)O)=O	1
C(C(C(CO)O)O)(CCO)=O	1
C(C(C(C(CO)(CCO)O)=O)O)=O	1
C1(C(C(C(O)OCC1CO)O)O)=O	1
C1C(C2CC(C(O)O2)(O)O1)O	1
C(CC(C(C(CO)O)O)O)(O)=O	1
C(CC(CC(C(C(C)=O)O)=O)O)=O	1
C1(C(O)OC(C(CO)O)C1O)=O	1
C(C(C(C(C)=O)O)O)=O	1
C(CC(C)(C(C=O)O)O)=O	1
C(C(C(C(C=O)C(CO)=O)O)O)=O	1
C(CC(C(C(C=CC=O)O)O)O)=O	1
C(C1C(CC(C1O)=O)O)=O	1
C(C(C(C=CC(CC=O)O)O)O)=O	1
C(C(CO)C(C(C(CO)O)O)O)=O	1
C(CC(CC(C(CCO)=O)=O)O)=O	1
C(CC1C(C(C(O)O1)O)O)(O)=O	1
C(C(C(CCO)=O)O)=O	1
C(CC=CC(C=O)=O)=O	1
C(CC(CO)(C(C(CO)=O)O)O)=O	1
C(C1C(CC(C)(O1)O)=O)=O	1
C(C(C(CO)(CO)O)O)(O)=O	1
C(C(C(C=CCO)=O)(C(C)O)O)=O	1
C(C)(C1C(C(C(O1)O)O)O)=O	1
C(C(CCO)(C(C(CO)=O)O)O)=O	1
C(CC(CO)(CC(CO)=O)O)=O	1
C(C(CC(CC(C=O)=O)O)O)=O	1
C(C(CC(CC(CO)=O)O)O)=O	1
C(C(CO)O)=CC(CO)=O	1
C(CC(C(CCO)=O)=O)(O)=O	1
C1C(COC(C(C=1)=O)O)O	1
C(C(C(C=CCO)=O)O)=O	1
C(C(CO)OCC(CO)=O)=O	1
C(C)(C(CO)(C(C(CO)O)O)O)=O	1
C(CC(C(CCC(CO)=O)=O)O)=O	1
C(C(CO)(CC(C(C)=O)=O)O)=O	1
C(C(C=CC(CO)O)O)(O)=O	1
C(C(C(C)=O)(C(CO)(C)O)O)=O	1
C(CC(C(C(CCO)=O)O)=O)=O	1
C1(C(CO)C(C(C(CO)O1)O)O)=O	1
C(CC(C=CC=O)(C(CO)O)O)=O	1
C(C(C(CO)O)(CC(CO)=O)O)=O	1
C(CC(C(CCO)O)=O)=O	1
C(CC(C(CC(CC=O)O)=O)O)=O	1
C(C(C(CO)O)O)(O)=O	1
C(C(C(CO)=O)C(CO)(C)O)=O	1
C(C(C=O)(C(CC(CO)=O)O)O)=O	1
C(CC(C(C(CO)O)O)=O)=O	1
C1(C(C(O)OCC(C1CO)O)O)=O	1
C1C(C(C(C(C(O)O1)O)O)O)O	1
C(CO)(CO)=O	1
C(C(C(C=O)O)O)(CC(C)O)=O	1
C(C(CO)O)(CC(C(C=O)O)O)=O	1
C(C(C(C(CCO)O)O)O)O	1
C(CC(C(C=C)=O)=O)=O	1
C(C(CO)CC=O)(C(C=O)O)=O	1
C(CC(C(CC=O)O)O)=O	1
C(C(CO)(C(C)O)O)=O	1
C(CCO)(C(C(C=O)=O)CO)=O	1
C(C(CO)(CC(C(CO)=O)O)O)=O	1
C(C(C=O)(C(C=O)(CCO)O)O)=O	1
C(C(CC(C=O)=O)O)(CC(C)O)=O	1
C1(C(CO)OC(C(C1CO)O)O)=O	1
C(C(C)(C(C(CO)=O)CO)O)=O	1
C(CC(CO)(CC(C=O)=O)O)=O	1
C1(COC(C(CO)O)C1(CO)O)=O	1
C1(C(CC(C(CO)O1)O)O)=O	1
C(CO)(CC(CC(C=O)=O)O)=O	1
C(CCC=O)(C(CO)O)=O	1
C(C(C(C)=O)(C(CO)(CO)O)O)=O	1
C1(CC(CC(C1O)=O)O)=O	1
C(C1(C=CC(CO)O1)O)=O	1
C1C(C(C(O)O1)O)O	1
C1(C(C(C(C(C)(O)O1)O)O)O)=O	1
C1(C(CO)C(C(C1)=O)O)=O	1
C(CC(C(C=O)=O)C(C)O)(CO)=O	1
C(C(C(C)O)C(C(CC=O)=O)O)=O	1
C(C(C(CO)C(C(CO)O)O)=O)=O	1
C(CO)(C(CO)(C(C(C)=O)O)O)=O	1
C(CC(C(C(C)=O)=O)O)=O	1
C1(CC(OC1(CO)C(CO)O)O)=O	1
C1(C(CO)OCC(C1)=O)=O	1
C(C(C(CO)O)O)(C(CO)O)=O	1
C(C(CO)O)(C(CO)C(CO)O)=O	1
C(C(C)(CC(CO)=O)O)=O	1
C(C(C(CO)C(C)O)=O)=O	1
C(CC(C(C(C(C=O)O)O)O)=O)=O	1
C(C(C)(C(C(CO)=O)(CO)O)O)=O	1
C(C(C(C)O)=O)=O	1
C1(COC(CO)(CC1O)O)=O	1
C(C(C(C)O)(C(C=CC=O)O)O)=O	1
C(CC(C)(C(C(C=O)O)O)O)=O	1
C(CC(CC(CC(C=O)=O)O)O)=O	1
C1C2(C(C(C(CO2)O1)O)O)O	1
C(C(C(C)(OCC=O)O)O)=O	1
C1(C(O)OC(CO)CC1O)=O	1
C1(C(CC(O)OCC1)=O)=O	1
C(C(C(C(C(CO)O)O)O)=O)(O)=O	1
C(C(C=CC(CO)(CC=O)O)O)=O	1
C(CC(C(C(C(CO)=O)O)O)O)=O	1
C(C)(C(C(C(C(C)=O)O)O)O)=O	1
C(C(C(CO)O)(C(CO)(C)O)O)=O	1
C(C1C(CC(C(O1)O)O)O)=O	1
C(OCC(C(C(C)=O)O)O)=O	1
C(CO)(CC(CO)(CO)O)=O	1
C(CC(C(C(CC(C)O)=O)O)=O)=O	1
C(C1(C(C(CC1O)O)O)O)(O)=O	1
C(CC(CC(CO)O)=O)=O	1
C1(COC(C1)O)=O	1
C(C(CC(C)(CO)O)=O)=O	1
C(CC(C(C(C=O)=O)C(C)O)O)=O	1
C(C)(CC(C(CO)=O)=O)=O	1
C(C(C(C=CCO)=O)(CO)O)=O	1
C(C(C(CO)=O)C(CO)(CO)O)=O	1
C(CO)(C(CO)C(C=O)O)=O	1
C1CC2(C(C(C(O2)O1)O)O)O	1
C(C(C(C(C(C)=O)O)O)O)=O	1
C(C(C=CC(C(C(C)O)O)=O)O)=O	1
C(C(C)=O)(C(C(CO)O)O)=O	1
C(C(C(CO)O)=O)=O	1
C(C(CC(C(C)=O)=O)O)(O)=O	1
C1C2(C(C(C(CO)O2)O1)O)O	1
C(C(CO)O)(CC(C(CO)O)O)=O	1
C(C(CO)O)(CCO)=O	1
C(C(C(CCC=O)=O)O)(O)=O	1
C(C(CO)(CC=O)O)(C(CO)O)=O	1
C(CO)(CC(C(C(CO)=O)O)O)=O	1
C(C1(C(C=CC1O)O)O)=O	1
C1C(C(COC(C=1)=O)O)O	1
C(C(CO)(C(C=O)O)O)=O	1
C(C(C1OCC(C=1)O)O)=O	1
C(CCO)(C(C(C(CO)O)=O)O)=O	1
C(C(CCO)O)(C(CO)O)=O	1
C(CC(C(C)=O)O)(C(CO)O)=O	1
C(CC=O)(C(C(CO)=O)CO)=O	1
C(C(C(C)(C(C(C)=O)O)O)O)=O	1
C(C(CO)C(C)O)(CC(C=O)=O)=O	1
C1OC(CO)C(C(C=1)=O)O	1
C(C1C(CC(C1O)O)=O)=O	1
C(C(C(C)(C(C(CO)=O)O)O)O)=O	1
C(CO)(CC(C)O)=O	1
C(C(CO)(C(CC(C=O)O)O)O)=O	1
C(C(CCO)(C(C(O)=O)O)O)=O	1
C(CO)(C(C)O)=O	1
C(CC1C(C(CO1)O)=O)=O	1
C1C(C(C(CC(O)O1)O)O)O	1
C(C(CO)(C(C)(C(C=O)O)O)O)=O	1
C(CO)(CCC(C=O)=O)=O	1
C(CC(CC(C(O)=O)O)=O)=O	1
C1(COC(C(C(C1CO)O)O)O)=O	1
C1(C(COC(CO)C1)=O)=O	1
C(CC(C(C=O)O)(CC(C)=O)O)=O	1
C12C(C(C(CC1O)(O)O2)O)O	1
C(CC(C(C(CO)(CO)O)O)=O)=O	1
C(CO)(CC(CO)(C)O)=O	1
C(C(C=CC(C=O)O)O)=O	1
C(C1(CCC(CO1)=O)O)=O	1
C(CO)(C1C(CC(O1)O)O)=O	1
C1(C(C(C(OCC1)=O)O)O)=O	1
C1CC(C(C(C(O)O1)O)O)O	1
C(CO)(CC(CO)=O)=O	1
C(C=CC(C(CO)O)=O)=O	1
C(C(C(CC(C=O)=O)O)O)=O	1
C(C1C(CC(CO)(O1)O)O)(O)=O	1
C1(C(CC(O)OCC1O)O)=O	1
C(C(CO)(C(C=CC=O)O)O)=O	1
C(C)(C(C(CO)(C(CO)O)O)O)=O	1
C1(CC(CC(CO1)=O)O)=O	1
C(C(CO)O)O	1
C1(C(CO)OC(C(C1)O)O)=O	1
C1(C(C(C(C(C1CO)O)O)O)O)=O	1
C1(C(C(C(CC(O)O1)O)O)O)=O	1
C(C(C(C(C(C)=O)O)=O)C(C)O)=O	1
C1(CC(CO)OC(C1(CO)O)O)=O	1
C1C(C(C(CCO)(O)O1)O)O	1
C(CC(C(CC(C=O)=O)O)O)=O	1
C(CO)(C(C(CO)(C)O)O)=O	1
C(CC(C(CC(CCO)=O)=O)O)=O	1
C1(C(COCC(C1)O)=O)=O	1
C1(C2C(C(C(C2O)O1)O)O)O	1
C(C(C(C)=O)(CO)O)=O	1
C(CC(C(C(C=O)O)O)=O)=O	1
C(C1C(C(C(O1)O)O)O)(CCO)=O	1
C(C(C(C(CCO)O)O)=O)=O	1
C(C(CO)O)(CC(CO)=O)=O	1
C(C(C(CC(CO)=O)=O)C(C)O)=O	1
C(C(C(C(C=O)O)O)O)=O	1
C(C(C(C=O)(C(C=O)(C)O)O)O)=O	1
C(C(C(CO)O)(C(C=O)O)O)=O	1
C(CC(C(C=O)O)O)(C(C=O)O)=O	1
C1(C(CO)(C(C(C1CO)O)O)O)=O	1
C(CC(CC(C=O)O)O)=O	1
C1(C(C(O)OCC(C1)O)O)=O	1
C(CCO)(C(C(CO)=O)O)=O	1
C(C(CC(CO)O)=O)=O	1
C(C(C(C(C(CO)O)=O)O)O)(C)=O	1
C(C(CC(C(C(CO)O)=O)O)O)=O	1
C(C)(C(C(C)O)(C(C=O)O)O)=O	1
C(C(C(CCC=O)=O)O)=O	1
C1(C(CC(C(CO)O1)O)=O)=O	1
C1(C2C(C(CC(O)O2)O1)O)O	1
C(CC(C)(CO)O)=O	1
C1(COC(C)(C(C1O)O)O)=O	1
C1C2(C(C(C(CO1)O2)O)O)O	1
C1(CC(C(C(CO)O1)O)=O)=O	1
C(C(C(CO)(CO)O)O)(CCO)=O	1
C(CC1C(C(C(O)O1)O)O)O	1
C1(C(C(C(C1)O)(CO)O)O)=O	1
C(C)(C(CO)OC(C=O)O)=O	1
C(CC(C=O)O)=O	1
C1(C(C(C(CC1O)O)O)O)=O	1
C(C(C=O)(C(C(C=O)O)O)O)=O	1
C(C(CO)=O)(C(CCO)O)=O	1
CO	1
C(C(CO)(C(CO)O)O)(O)=O	1
C(CC(C(CO)=O)O)(C(CO)O)=O	1
C(CC(C(C(C(C=C)=O)O)O)O)=O	1
C(CC(C(C(C=O)=O)CO)O)=O	1
C1(C(C(C(C1)O)O)O)=O	1
C(C(C(CC(CO)CC=O)=O)O)=O	1
C(C(CO)=O)=O	1
C(CC(C(C(C(O)=O)O)O)O)=O	1
C(CC(C(C=O)O)O)=O	1
C(C(CC(CO)=O)O)(O)=O	1
C(C(C=CC(CO)=O)O)(O)=O	1
C(C1C(C(C(CO1)O)O)O)=O	1
C(CO)(CC(CC(CO)=O)O)=O	1
C(C(CCO)(C(C=O)O)O)=O	1
C(C1(CO)C(C(CC(O1)O)O)O)=O	1
C(CC(CO)(C(C(O)=O)O)O)=O	1
C(C(C(C)(CC(C=O)=O)O)O)=O	1
C(C(C(C(C=O)=O)CO)O)(C)=O	1
C(CO)(C1(CC(CO1)O)O)=O	1
C(C(C(C)O)C(C=O)O)=O	1
C(CO)(C(C(CO)O)O)=O	1
C(CO)(C(CO)CO)=O	1
C(C(C=CC(CO)=O)(CO)O)=O	1
C1C(C(COC=1C=O)O)O	1
C(CC(C(CO)O)=O)=O	1
C(C(C(CO)(C(CO)O)O)O)=O	1
C1(C(CO)OC(CO)C1O)=O	1
C(CC(C=O)O)(CC(CC=O)O)=O	1
C1(C(CC(C1CO)O)=O)=O	1
C(C(CO)(C(C(C)=O)O)O)=O	1
C(CC(C(C(CO)=O)(CO)O)O)=O	1
C(C(C=O)(C(C(C)=O)O)O)=O	1
C(OCC(CC(CO)=O)O)=O	1
C(C=CC=O)=O	1
C(C(CO)O)(C(C(CO)=O)CO)=O	1
C(CC(CC(CO)=O)=O)=O	1
C(C(C(CO)(C)O)(C(C=O)O)O)=O	1
C(C(C(C=CCO)O)O)=O	1
C1(C(C(CO)O)OC(C1)O)=O	1
C(CO)(C(CO)(C(C=O)O)O)=O	1
C1(C(C(CC(CO1)O)=O)O)=O	1
C1(C(C)OC(C(C1O)O)O)=O	1
C(C(CO)(CC=O)O)(CC=O)=O	1
C(C1C(CC(C=O)O1)O)=O	1
C(C(CO)(C(C(CC=O)O)O)O)=O	1
C(CC(C(CC(C(C)=O)=O)O)O)=O	1
C1C(CC(C(CO)O)(O)O1)O	1
C(C(C(C)O)(CC(C(C)=O)=O)O)=O	1
C(C(CO)C1(C(C(CO1)O)O)O)=O	1
C(C(CO)(C(C=O)(C)O)O)=O	1
C(C(C(CO)O)(C(C=O)(C)O)O)=O	1
C(C1CC(C(C(O1)O)O)O)=O	1
C1(C(C(C(O)OCC1)O)O)=O	1
C(CO)(C(C(C)=O)O)=O	1
C(C1(C(CCC1O)=O)O)=O	1
C(C(C(C=O)O)O)(CCO)=O	1
C1(CC(C(C(C=O)O1)O)O)=O	1
C(C1(CO)C(C(C(C1O)O)O)O)=O	1
C(C(CO)(C(C(C(C)O)=O)O)O)=O	1
C(C)(C(CO)O)=O	1
C(CC(C=CC(C(CO)O)=O)O)=O	1
C(C(CCO)O)(O)=O	1
C(CC(C=O)=O)=O	1
C1(CC(C(C(C1)=O)O)O)=O	1
C(CC(CO)(CCO)O)=O	1
C(C1(C(CC(C1)=O)O)O)=O	1
C(C(CO)(CC(CC=O)=O)O)=O	1
C(C(C(COC(CO)=O)O)O)=O	1
C(CC(C)(C(C(CC=O)=O)O)O)=O	1
C(CC(C(CCO)=O)=O)=O	1
C(CC(CC(C(CC=O)=O)O)O)=O	1
C1(C(C(C(C(C)=O)O1)O)O)=O	1
